timestamp,bid_ask_spread,order_book_imbalance,total_bid_volume,total_ask_volume,wall_bid,wall_ask,label,spoof_flag
2025-06-20T11:34:21.090741,0.010000000009313226,-0.44403368842615637,2.09194,5.433479999999999,0,0,flat,0
2025-06-20T11:34:23.554749,0.010000000009313226,-0.9948759065600356,0.017830000000000002,6.94145,0,0,flat,0
2025-06-20T11:34:26.012311,0.010000000009313226,-0.9953713311498591,0.01706,7.354389999999999,0,0,flat,0
2025-06-20T11:34:28.373909,0.010000000009313226,-0.9592125521646095,0.14065999999999998,6.7565599999999995,0,0,flat,0
2025-06-20T11:34:30.825890,0.010000000009313226,-0.9959852238214008,0.01358,6.751429999999999,0,0,down,0
2025-06-20T11:34:33.217859,0.010000000009313226,-0.9653145628724116,0.14039,7.95465,0,0,flat,0
2025-06-20T11:34:35.595085,0.010000000009313226,-0.6534485497503334,1.21035,5.77476,0,0,flat,0
2025-06-20T11:34:38.129089,0.010000000009313226,-0.9949197615083786,0.016400000000000005,6.43999,0,0,down,0
2025-06-20T11:34:40.561762,0.00999999999476131,-0.6236305128414797,1.3988600000000002,6.03458,0,0,flat,0
2025-06-20T11:34:42.975777,0.00999999999476131,-0.5874247570254908,1.5291400000000002,5.883519999999999,0,0,flat,0
2025-06-20T11:34:45.450533,0.00999999999476131,-0.35596331017629995,2.37219,4.994439999999999,0,0,flat,0
2025-06-20T11:34:47.816751,0.00999999999476131,0.950413947154361,4.0061599999999995,0.10185,0,0,flat,0
2025-06-20T11:34:50.280729,0.00999999999476131,0.8240855057140425,4.07031,0.39253999999999994,0,0,flat,0
2025-06-20T11:34:52.652037,0.00999999999476131,-0.3849882030767774,1.82728,4.114979999999999,0,0,flat,0
2025-06-20T11:34:55.127449,0.00999999999476131,0.9659321148963652,5.56462,0.09643,0,0,flat,0
2025-06-20T11:34:57.746225,0.00999999999476131,0.9486336527907752,3.6630999999999996,0.09655999999999999,0,0,flat,0
2025-06-20T11:35:00.278022,0.00999999999476131,0.9491357814392587,3.7055799999999994,0.09669999999999998,0,0,flat,0
2025-06-20T11:35:02.850336,0.00999999999476131,0.17061603784568152,2.55971,1.8135600000000003,0,0,flat,0
2025-06-20T11:35:05.259895,0.00999999999476131,0.3577235375716265,2.78909,1.3193900000000003,0,0,flat,0
2025-06-20T11:35:07.660922,0.00999999999476131,0.9636799449367424,3.4407599999999996,0.06363999999999999,0,0,flat,0
2025-06-20T11:35:10.070548,0.00999999999476131,0.7643998177749726,2.7535399999999997,0.36768,0,0,flat,0
